Time,Methane Level,Soil Moisture Level
15:25.8,Not Detected,809
15:26.8,Not Detected,808
15:27.8,Not Detected,809
15:28.8,Not Detected,808
15:29.8,Not Detected,809
15:30.8,Not Detected,809
15:31.8,Not Detected,808
15:32.8,Not Detected,809
15:33.8,Not Detected,808
15:34.8,Not Detected,809
15:35.8,Not Detected,809
15:36.8,Not Detected,808
15:37.8,Not Detected,809
15:38.8,Not Detected,808
15:39.8,Not Detected,809
15:40.8,Not Detected,809
15:41.8,Not Detected,808
15:42.8,Not Detected,809
15:43.8,Not Detected,808
15:44.8,Not Detected,809
15:45.8,Not Detected,809
15:46.8,Not Detected,808
15:47.8,Not Detected,809
15:48.8,Not Detected,808
15:49.8,Not Detected,809
15:50.8,Not Detected,809
15:51.8,Not Detected,808
15:52.8,Not Detected,809
15:53.8,Not Detected,808
15:54.8,Not Detected,809
15:55.8,Not Detected,809
15:56.8,Not Detected,808
15:57.8,Not Detected,809
15:58.8,Not Detected,808
15:59.8,Not Detected,809
16:00.8,Not Detected,809
16:01.8,Not Detected,808
16:02.8,Not Detected,809
16:03.8,Not Detected,808
16:04.8,Not Detected,809
16:05.8,Not Detected,809
16:06.8,Not Detected,808
16:07.8,Not Detected,809
16:08.8,Not Detected,808
16:09.8,Not Detected,809
16:10.8,Not Detected,809
16:11.8,Not Detected,808
16:12.8,Not Detected,809
16:13.8,Not Detected,808
16:14.8,Not Detected,809
16:15.8,Not Detected,809
16:16.8,Not Detected,808
16:17.8,Not Detected,809
16:18.8,Not Detected,808
16:19.8,Not Detected,809
16:20.8,Not Detected,809
16:21.8,Not Detected,808
16:22.8,Detected,809
16:23.8,Detected,808
16:24.8,Detected,809
16:25.8,Not Detected,808
16:26.8,Not Detected,808
16:27.8,Not Detected,807
16:28.8,Not Detected,807
16:29.8,Not Detected,807
16:30.8,Not Detected,807
16:31.8,Not Detected,806
16:32.8,Not Detected,806
16:33.8,Not Detected,806
16:34.8,Not Detected,806
16:35.8,Not Detected,805
16:36.8,Not Detected,805
16:37.8,Not Detected,805
16:38.8,Not Detected,805
16:39.8,Not Detected,804
16:40.8,Not Detected,804
16:41.8,Not Detected,804
16:42.8,Not Detected,804
16:43.8,Not Detected,803
16:44.8,Not Detected,803
16:45.8,Not Detected,803
16:46.8,Not Detected,803
16:47.8,Not Detected,802
16:48.8,Not Detected,802
16:49.8,Not Detected,802
16:50.8,Not Detected,802
16:51.9,Not Detected,801
16:52.9,Not Detected,801
16:53.9,Not Detected,801
16:54.9,Not Detected,801
16:55.9,Not Detected,800
16:56.9,Not Detected,800
16:57.9,Not Detected,800
16:58.9,Not Detected,800
16:59.9,Not Detected,799
17:00.9,Not Detected,799
17:01.9,Not Detected,799
17:02.9,Not Detected,799
17:03.9,Not Detected,798
17:04.9,Not Detected,798
17:05.9,Not Detected,798
17:06.9,Not Detected,798
17:07.9,Not Detected,797
17:08.9,Not Detected,797
17:09.9,Not Detected,797
17:10.9,Not Detected,797
17:11.9,Not Detected,796
17:12.9,Not Detected,796
17:13.9,Not Detected,796
17:14.9,Not Detected,796
17:15.9,Not Detected,795
17:16.9,Not Detected,795
17:17.9,Not Detected,795
17:18.9,Not Detected,795
17:19.9,Not Detected,794
17:20.9,Not Detected,794
17:21.9,Not Detected,794
17:22.9,Not Detected,794
17:23.9,Not Detected,793
17:24.9,Not Detected,793
17:25.9,Not Detected,793
17:26.9,Not Detected,793
17:27.9,Not Detected,792
17:28.9,Not Detected,792
17:29.9,Not Detected,792
17:30.9,Not Detected,792
17:31.9,Not Detected,791
17:32.9,Not Detected,791
17:33.9,Not Detected,791
17:34.9,Not Detected,791
17:35.9,Not Detected,790
17:36.9,Not Detected,790
17:37.9,Not Detected,790
17:38.9,Not Detected,790
17:39.9,Not Detected,789
17:40.9,Not Detected,789
17:41.9,Not Detected,789
17:42.9,Not Detected,789
17:43.9,Not Detected,788
17:44.9,Not Detected,788
17:45.9,Not Detected,788
17:46.9,Not Detected,788
17:47.9,Not Detected,787
17:48.9,Not Detected,787
17:49.9,Not Detected,787
17:50.9,Not Detected,787
17:51.9,Not Detected,786
17:52.9,Not Detected,786
17:53.9,Not Detected,786
17:54.9,Not Detected,786
17:55.9,Not Detected,785
17:56.9,Not Detected,785
17:57.9,Not Detected,785
17:58.9,Not Detected,785
17:59.9,Not Detected,784
18:00.9,Not Detected,784
18:01.9,Not Detected,784
18:02.9,Not Detected,784
18:03.9,Not Detected,783
18:04.9,Not Detected,783
18:05.9,Not Detected,783
18:06.9,Not Detected,783
18:07.9,Not Detected,782
18:08.9,Not Detected,782
18:09.9,Not Detected,782
18:10.9,Not Detected,782
18:11.9,Not Detected,781
18:12.9,Not Detected,781
18:13.9,Not Detected,781
18:14.9,Not Detected,781
18:15.9,Not Detected,780
18:16.9,Not Detected,780
18:17.9,Not Detected,780
18:18.9,Not Detected,780
18:19.9,Not Detected,780
18:20.9,Not Detected,780
18:21.9,Not Detected,780
18:22.9,Not Detected,780
18:23.9,Not Detected,780
18:24.9,Not Detected,780
18:25.9,Not Detected,780
18:26.9,Not Detected,780
18:27.9,Not Detected,780
18:28.9,Not Detected,780
18:29.9,Not Detected,780
18:30.9,Not Detected,780
18:32.0,Not Detected,780
18:33.0,Not Detected,780
18:34.0,Not Detected,780
18:35.0,Not Detected,780
18:36.0,Not Detected,780
18:37.0,Not Detected,780
18:38.0,Not Detected,780
18:39.0,Not Detected,780
18:40.0,Not Detected,780
18:41.0,Not Detected,780
18:42.0,Not Detected,780
18:43.0,Not Detected,780
18:44.0,Not Detected,780
18:45.0,Not Detected,780
18:46.0,Not Detected,780
18:47.0,Not Detected,780
18:48.0,Not Detected,780
18:49.0,Not Detected,780
18:50.0,Not Detected,780
18:51.0,Not Detected,780
18:52.0,Not Detected,780
18:53.0,Not Detected,780
18:54.0,Not Detected,780
18:55.0,Not Detected,780
18:56.0,Not Detected,780
18:57.0,Not Detected,780
18:58.0,Not Detected,780
18:59.0,Not Detected,780
19:00.0,Not Detected,780
19:01.0,Not Detected,780
19:02.0,Not Detected,780
19:03.0,Not Detected,780
19:04.0,Not Detected,780
19:05.0,Not Detected,780
19:06.0,Not Detected,780
19:07.0,Not Detected,780
19:08.0,Not Detected,780
19:09.0,Not Detected,780
19:10.0,Not Detected,780
19:11.0,Not Detected,780
19:12.0,Not Detected,780
19:13.0,Not Detected,780
19:14.0,Not Detected,780
19:15.0,Not Detected,780
19:16.0,Not Detected,780
19:17.0,Not Detected,780
19:18.0,Not Detected,780
19:19.0,Not Detected,780
19:20.0,Not Detected,780
19:21.0,Not Detected,780
19:21.0,Not Detected,780
19:22.0,Not Detected,780
19:23.0,Not Detected,780
19:24.0,Not Detected,781
19:25.0,Not Detected,782
19:26.0,Not Detected,783
19:27.0,Not Detected,783
19:28.0,Not Detected,783
19:29.0,Not Detected,782
19:30.0,Not Detected,781
19:31.0,Not Detected,781
19:32.0,Not Detected,781
19:33.0,Not Detected,781
19:34.0,Not Detected,782
19:35.0,Not Detected,783
19:36.0,Not Detected,784
19:37.0,Not Detected,785
19:38.0,Not Detected,785
19:39.0,Not Detected,785
19:40.0,Not Detected,784
19:41.0,Not Detected,783
19:42.0,Not Detected,782
19:43.0,Not Detected,781
19:44.0,Not Detected,780
19:45.0,Not Detected,781
19:46.0,Not Detected,782
19:47.0,Not Detected,783
19:48.0,Not Detected,782
19:49.0,Not Detected,781
19:50.0,Not Detected,780
19:51.0,Not Detected,781
19:52.0,Not Detected,782
19:53.0,Not Detected,783
19:54.0,Not Detected,784
19:55.0,Not Detected,783
19:56.0,Not Detected,782
19:57.0,Not Detected,781
19:58.0,Not Detected,780
19:59.0,Not Detected,781
20:00.0,Not Detected,782
20:01.0,Not Detected,783
20:02.0,Not Detected,784
20:03.0,Not Detected,783
20:04.0,Not Detected,782
20:05.0,Not Detected,781
20:06.0,Not Detected,780
20:07.0,Not Detected,781
20:08.0,Not Detected,782
20:09.0,Not Detected,783
20:10.0,Not Detected,784
20:11.1,Not Detected,783
20:12.1,Not Detected,782
20:13.1,Not Detected,781
20:14.1,Not Detected,780
20:15.1,Not Detected,781
20:16.1,Not Detected,782
20:17.1,Not Detected,783
20:18.1,Not Detected,784
20:19.1,Not Detected,783
20:20.1,Not Detected,782
20:21.1,Not Detected,781
20:22.1,Not Detected,780
20:23.1,Not Detected,781
20:24.1,Not Detected,782
20:25.1,Not Detected,783
20:26.1,Not Detected,784
20:27.1,Not Detected,783
20:28.1,Not Detected,782
20:29.1,Not Detected,781
20:30.1,Not Detected,780
20:31.1,Not Detected,781
20:32.1,Not Detected,782
20:33.1,Not Detected,783
20:34.1,Not Detected,784
20:35.1,Not Detected,783
20:36.1,Not Detected,782
20:37.1,Not Detected,781
20:38.1,Not Detected,780
20:39.1,Not Detected,781
20:40.1,Not Detected,782
20:41.1,Not Detected,783
20:42.1,Not Detected,784
20:43.1,Not Detected,783
20:44.1,Not Detected,782
20:45.1,Not Detected,781
20:46.1,Not Detected,780
20:47.1,Not Detected,781
20:48.1,Not Detected,782
20:49.1,Not Detected,783
20:50.1,Not Detected,784
20:51.1,Not Detected,783
20:52.1,Not Detected,782
20:53.1,Not Detected,781
20:54.1,Not Detected,780
20:55.1,Not Detected,781
20:56.1,Not Detected,782
20:57.1,Not Detected,783
20:58.1,Not Detected,784
20:59.1,Not Detected,783
21:00.1,Not Detected,782
21:01.1,Not Detected,781
21:02.1,Not Detected,780
21:03.1,Not Detected,781
21:04.1,Not Detected,782
21:05.1,Not Detected,783
21:06.1,Not Detected,784
21:07.1,Not Detected,783
21:08.1,Not Detected,782
21:09.1,Not Detected,781
21:10.1,Not Detected,780
21:11.1,Not Detected,781
21:12.1,Not Detected,782
21:13.1,Not Detected,783
21:14.1,Not Detected,784
21:15.1,Not Detected,783
21:16.1,Not Detected,782
21:17.1,Not Detected,781
21:18.1,Not Detected,780
21:19.1,Not Detected,781
21:20.1,Not Detected,782
21:21.1,Not Detected,783
21:22.1,Not Detected,784
21:23.1,Not Detected,783
21:24.1,Not Detected,782
21:25.1,Not Detected,781
21:26.1,Not Detected,780
21:27.1,Not Detected,781
21:28.1,Not Detected,782
21:29.1,Not Detected,783
21:30.1,Not Detected,784
21:31.1,Not Detected,783
21:32.1,Not Detected,782
21:33.1,Not Detected,781
21:34.1,Not Detected,780
21:35.1,Not Detected,781
21:36.1,Not Detected,782
21:37.1,Not Detected,783
21:38.1,Not Detected,784
21:39.1,Not Detected,783
21:40.1,Not Detected,782
21:41.1,Not Detected,781
21:42.1,Not Detected,780
21:43.1,Not Detected,781
21:44.1,Not Detected,782
21:45.1,Not Detected,783
21:46.1,Not Detected,784
21:47.1,Not Detected,783
21:48.1,Not Detected,782
21:49.1,Not Detected,781
21:50.1,Not Detected,780
21:51.2,Not Detected,781
21:52.2,Not Detected,782
21:53.2,Not Detected,783
21:54.2,Not Detected,784
21:55.2,Not Detected,783
21:56.2,Not Detected,782
21:57.2,Not Detected,781
21:58.2,Not Detected,780
21:59.2,Not Detected,781
22:00.2,Not Detected,782
22:01.2,Not Detected,783
22:02.2,Not Detected,784
22:03.2,Not Detected,783
22:04.2,Not Detected,782
22:05.2,Not Detected,781
22:06.2,Not Detected,780
22:07.2,Not Detected,781
22:08.2,Not Detected,782
22:09.2,Not Detected,783
22:10.2,Not Detected,784
22:11.2,Not Detected,783
22:12.2,Not Detected,782
22:13.2,Not Detected,781
22:14.2,Not Detected,780
22:15.2,Not Detected,781
22:16.2,Not Detected,782
22:17.2,Not Detected,783
22:18.2,Not Detected,784
22:19.2,Not Detected,783
22:20.2,Not Detected,782
22:21.2,Not Detected,781
22:22.2,Not Detected,780
22:23.2,Not Detected,781
22:24.2,Not Detected,782
22:25.2,Not Detected,783
22:26.2,Not Detected,784
22:27.2,Not Detected,783
22:28.2,Not Detected,782
22:29.2,Not Detected,781
22:30.2,Not Detected,780
22:31.2,Not Detected,781
22:32.2,Not Detected,782
22:33.2,Not Detected,783
22:34.2,Not Detected,784
22:35.2,Not Detected,783
22:36.2,Not Detected,782
22:37.2,Not Detected,781
22:38.2,Not Detected,780
22:39.2,Not Detected,781
22:40.2,Not Detected,782
22:41.2,Not Detected,783
22:42.2,Not Detected,784
22:43.2,Not Detected,783
22:44.2,Not Detected,782
22:45.2,Not Detected,781
22:46.2,Not Detected,780
22:47.2,Not Detected,781
22:48.2,Not Detected,782
22:49.2,Not Detected,783
22:50.2,Not Detected,784
22:51.2,Not Detected,783
22:52.2,Not Detected,782
22:53.2,Not Detected,781
22:54.2,Not Detected,780
22:55.2,Not Detected,781
22:56.2,Not Detected,782
22:57.2,Not Detected,783
22:58.2,Not Detected,784
22:59.2,Not Detected,783
23:00.2,Not Detected,782
23:01.2,Not Detected,781
23:02.2,Not Detected,780
23:03.2,Not Detected,781
23:04.2,Not Detected,782
23:05.2,Not Detected,783
23:06.2,Not Detected,784
23:07.2,Not Detected,783
23:08.2,Not Detected,782
23:09.2,Not Detected,781
23:10.2,Not Detected,780
23:11.2,Not Detected,781
23:12.2,Not Detected,782
23:13.2,Not Detected,783
23:14.2,Not Detected,784
23:15.2,Not Detected,783
23:16.2,Not Detected,782
23:17.2,Not Detected,781
23:18.2,Not Detected,780
23:19.2,Not Detected,781
23:20.2,Not Detected,782
23:21.2,Not Detected,783
23:22.2,Not Detected,784
23:23.2,Not Detected,783
23:24.2,Not Detected,782
23:25.2,Not Detected,781
23:26.2,Not Detected,780
23:27.2,Not Detected,781
23:28.2,Not Detected,782
23:29.2,Not Detected,783
23:30.2,Not Detected,784
23:31.3,Not Detected,783
23:32.3,Not Detected,782
23:33.3,Not Detected,781
23:34.3,Not Detected,780
23:35.3,Not Detected,781
23:36.3,Not Detected,782
23:37.3,Not Detected,783
23:38.3,Not Detected,784
23:39.3,Not Detected,783
23:40.3,Not Detected,782
23:41.3,Not Detected,781
23:42.3,Not Detected,780
23:43.3,Not Detected,781
23:44.3,Not Detected,782
23:45.3,Not Detected,783
23:46.3,Not Detected,784
23:47.3,Not Detected,783
23:48.3,Not Detected,782
23:49.3,Not Detected,781
23:50.3,Not Detected,780
23:51.3,Not Detected,781
23:52.3,Not Detected,782
23:53.3,Not Detected,783
23:54.3,Not Detected,784
23:55.3,Not Detected,783
23:56.3,Not Detected,782
23:57.3,Not Detected,781
23:58.3,Not Detected,780
23:59.3,Not Detected,781
24:00.3,Not Detected,782
24:01.3,Not Detected,783
24:02.3,Not Detected,784
24:03.3,Not Detected,783
24:04.3,Not Detected,782
24:05.3,Not Detected,781
24:06.3,Not Detected,780
24:07.3,Not Detected,781
24:08.3,Not Detected,782
24:09.3,Not Detected,783
24:10.3,Not Detected,784
24:11.3,Not Detected,783
24:12.3,Not Detected,782
24:13.3,Not Detected,781
24:14.3,Not Detected,780
24:15.3,Not Detected,781
24:16.3,Not Detected,782
24:17.3,Not Detected,783
24:18.3,Not Detected,784
24:19.3,Not Detected,783
24:20.3,Not Detected,782
24:21.3,Not Detected,781
24:22.3,Not Detected,780
24:23.3,Not Detected,781
24:24.3,Not Detected,782
24:25.3,Not Detected,783
24:26.3,Not Detected,784
24:27.3,Not Detected,783
24:28.3,Not Detected,782
24:29.3,Not Detected,781
24:30.3,Not Detected,780
24:31.3,Not Detected,781
24:32.3,Not Detected,782
24:33.3,Not Detected,783
24:34.3,Not Detected,784
24:35.3,Not Detected,783
24:36.3,Not Detected,782
24:37.3,Not Detected,781
24:38.3,Not Detected,780
24:39.3,Not Detected,781
24:40.3,Not Detected,782
24:41.3,Not Detected,783
24:42.3,Not Detected,784
24:43.3,Not Detected,783
24:44.3,Not Detected,782
24:45.3,Not Detected,781
24:46.3,Not Detected,780
24:47.3,Not Detected,781
24:48.3,Not Detected,782
24:49.3,Not Detected,783
24:50.3,Not Detected,784
24:51.3,Not Detected,783
24:52.3,Not Detected,782
24:53.3,Not Detected,781
24:54.3,Not Detected,780
24:55.3,Not Detected,781
24:56.3,Not Detected,782
24:57.3,Not Detected,783
24:58.3,Not Detected,784
24:59.3,Not Detected,783
25:00.3,Not Detected,782
25:01.3,Not Detected,781
25:02.3,Not Detected,780
25:03.3,Not Detected,781
25:04.3,Not Detected,782
25:05.3,Not Detected,783
25:06.3,Not Detected,784
25:07.3,Not Detected,783
25:08.3,Not Detected,782
25:09.3,Not Detected,781
25:10.3,Not Detected,780
25:11.3,Not Detected,781
25:12.4,Not Detected,782
25:13.4,Not Detected,783
25:14.4,Not Detected,784
25:15.4,Not Detected,783
25:16.4,Not Detected,782
25:17.4,Not Detected,781
25:18.4,Not Detected,780
25:19.4,Not Detected,781
25:20.4,Not Detected,782
25:21.4,Not Detected,783
25:22.4,Not Detected,784
25:23.4,Not Detected,783
25:24.4,Not Detected,782
25:25.4,Not Detected,781
25:26.4,Not Detected,780
25:27.4,Not Detected,781
25:28.4,Not Detected,782
25:29.4,Not Detected,783
25:30.4,Not Detected,784
25:31.4,Not Detected,783
25:32.4,Not Detected,782
25:33.4,Not Detected,781
25:34.4,Not Detected,780
25:35.4,Not Detected,781
25:36.4,Not Detected,782
25:37.4,Not Detected,783
25:38.4,Not Detected,784
25:39.4,Not Detected,783
25:40.4,Not Detected,782
25:41.4,Not Detected,781
25:42.4,Not Detected,780
25:43.4,Not Detected,781
25:44.4,Not Detected,782
25:45.4,Not Detected,783
25:46.4,Not Detected,784
25:47.4,Not Detected,783
25:48.4,Not Detected,782
25:49.4,Not Detected,781
25:50.4,Not Detected,780
25:51.4,Not Detected,781
25:52.4,Not Detected,782
25:53.4,Not Detected,783
25:54.4,Not Detected,784
25:55.4,Not Detected,783
25:56.4,Not Detected,782
25:57.4,Not Detected,781
25:58.4,Not Detected,780
25:59.4,Not Detected,781
26:00.4,Not Detected,782
26:01.4,Not Detected,783
26:02.4,Not Detected,784
26:03.4,Not Detected,782
26:04.4,Not Detected,782
26:05.4,Not Detected,782
26:06.4,Not Detected,781
26:07.4,Not Detected,781
26:08.4,Not Detected,780
26:09.4,Not Detected,780
26:10.4,Not Detected,780
26:11.4,Not Detected,781
26:12.4,Not Detected,781
26:13.4,Not Detected,781
26:14.4,Not Detected,781
26:15.4,Not Detected,781
26:16.4,Not Detected,781
26:17.4,Not Detected,781
26:18.4,Not Detected,781
26:19.4,Not Detected,781
26:20.4,Not Detected,781
26:21.4,Not Detected,781
26:22.4,Not Detected,781
26:23.4,Not Detected,781
26:24.4,Not Detected,781
26:25.4,Not Detected,781
26:26.4,Not Detected,781
26:27.4,Not Detected,781
26:28.4,Not Detected,781
26:29.4,Not Detected,781
26:30.4,Not Detected,781
26:31.4,Not Detected,781
26:32.4,Not Detected,781
26:33.4,Not Detected,781
26:34.4,Not Detected,781
26:35.4,Not Detected,781
26:36.4,Not Detected,781
26:37.4,Not Detected,781
26:38.4,Not Detected,781
26:39.4,Not Detected,781
26:40.4,Not Detected,781
26:41.4,Not Detected,781
26:42.4,Not Detected,781
26:43.4,Not Detected,781
26:44.4,Not Detected,781
26:45.4,Not Detected,781
26:46.4,Not Detected,781
26:47.4,Not Detected,781
26:48.4,Not Detected,781
26:49.4,Not Detected,781
26:50.4,Not Detected,781
26:51.5,Not Detected,781
26:52.5,Not Detected,781
26:53.5,Not Detected,781
26:54.5,Not Detected,781
26:55.5,Not Detected,781
26:56.5,Not Detected,781
26:57.5,Not Detected,781
26:58.5,Not Detected,781
26:59.5,Not Detected,781
27:00.5,Not Detected,781
27:01.5,Not Detected,781
27:02.5,Not Detected,781
27:03.5,Not Detected,781
27:04.5,Not Detected,781
27:05.5,Not Detected,781
27:06.5,Not Detected,781
27:07.5,Not Detected,781
27:08.5,Not Detected,781
27:09.5,Not Detected,781
27:10.5,Not Detected,781
27:11.5,Not Detected,781
27:12.5,Not Detected,781
27:13.5,Not Detected,781
27:14.5,Not Detected,781
27:15.5,Not Detected,781
27:16.5,Not Detected,781
27:17.5,Not Detected,781
27:18.5,Not Detected,781
27:19.5,Not Detected,781
27:20.5,Not Detected,781
27:21.5,Not Detected,781
27:22.5,Not Detected,781
27:23.5,Not Detected,781
27:24.5,Not Detected,781
27:25.5,Not Detected,781
27:26.5,Not Detected,781
27:27.5,Not Detected,781
27:28.5,Not Detected,781
27:29.5,Not Detected,781
27:30.5,Not Detected,781
27:31.5,Not Detected,781
27:32.5,Not Detected,781
27:33.5,Not Detected,781
27:34.5,Not Detected,781
27:35.5,Not Detected,781
27:36.5,Not Detected,781
27:37.5,Not Detected,781
27:38.5,Not Detected,781
27:39.5,Not Detected,781
27:40.5,Not Detected,781
27:41.5,Not Detected,781
27:42.5,Not Detected,781
27:43.5,Not Detected,781
27:44.5,Not Detected,781
27:45.5,Not Detected,781
27:46.5,Not Detected,781
27:47.5,Not Detected,781
27:48.5,Not Detected,781
27:49.5,Not Detected,781
27:50.5,Not Detected,781
27:51.5,Not Detected,781
27:52.5,Not Detected,781
27:53.5,Not Detected,781
27:54.5,Not Detected,781
27:55.5,Not Detected,781
27:56.5,Not Detected,781
27:57.5,Not Detected,781
27:58.5,Not Detected,781
27:59.5,Not Detected,781
28:00.5,Not Detected,781
28:01.5,Not Detected,781
28:02.5,Not Detected,781
28:03.5,Not Detected,781
28:04.5,Not Detected,781
28:05.5,Not Detected,781
28:06.5,Not Detected,781
28:07.5,Not Detected,781
28:08.5,Not Detected,781
28:09.5,Not Detected,781
28:10.5,Not Detected,781
28:11.5,Not Detected,781
28:12.5,Not Detected,781
28:13.5,Not Detected,781
28:14.5,Not Detected,781
28:15.5,Not Detected,781
28:16.5,Not Detected,781
28:17.5,Not Detected,781
28:18.5,Not Detected,781
28:19.5,Not Detected,781
28:20.5,Not Detected,781
28:21.5,Not Detected,781
28:22.5,Not Detected,781
28:23.5,Not Detected,781
28:24.5,Not Detected,781
28:25.5,Not Detected,781
28:26.5,Not Detected,781
28:27.5,Not Detected,781
28:28.5,Not Detected,781
28:29.5,Not Detected,781
28:30.5,Not Detected,781
28:31.6,Not Detected,781
28:32.6,Not Detected,781
28:33.6,Not Detected,781
28:34.6,Not Detected,781
28:35.6,Not Detected,781
28:36.6,Not Detected,781
28:37.6,Not Detected,781
28:38.6,Not Detected,781
28:39.6,Not Detected,781
28:40.6,Not Detected,781
28:41.6,Not Detected,781
28:42.6,Not Detected,781
28:43.6,Not Detected,781
28:44.6,Not Detected,781
28:45.6,Not Detected,781
28:46.6,Not Detected,781
28:47.6,Not Detected,781
28:48.6,Not Detected,781
28:49.6,Not Detected,781
28:50.6,Not Detected,781
28:51.6,Not Detected,781
28:52.6,Not Detected,781
28:53.6,Not Detected,781
28:54.6,Not Detected,781
28:55.6,Not Detected,781
28:56.6,Not Detected,781
28:57.6,Not Detected,781
28:58.6,Not Detected,781
28:59.6,Not Detected,781
29:00.6,Not Detected,781
29:01.6,Not Detected,781
29:02.6,Not Detected,781
29:03.6,Not Detected,781
29:04.6,Not Detected,781
29:05.6,Not Detected,781
29:06.6,Not Detected,781
29:07.6,Detected,781
29:08.6,Detected,781
29:09.6,Detected,781
29:10.6,Detected,781
29:11.6,Detected,781
29:12.6,Not Detected,781
29:13.6,Not Detected,781
29:14.6,Not Detected,781
29:15.6,Not Detected,781
29:16.6,Not Detected,781
29:17.6,Not Detected,781
29:18.6,Not Detected,781
29:19.6,Not Detected,781
29:20.6,Not Detected,781
29:21.6,Not Detected,781
29:22.6,Not Detected,781
29:23.6,Not Detected,781
29:24.6,Not Detected,781
29:25.6,Not Detected,781
29:26.6,Not Detected,781
29:27.6,Not Detected,781
29:28.6,Not Detected,781
29:29.6,Not Detected,781
29:30.6,Not Detected,781
29:31.6,Not Detected,781
29:32.6,Not Detected,781
29:33.6,Not Detected,781
29:34.6,Not Detected,781
29:35.6,Not Detected,781
29:36.6,Not Detected,781
29:37.6,Not Detected,781
29:38.6,Not Detected,781
29:39.6,Not Detected,781
29:40.6,Not Detected,781
29:41.6,Not Detected,781
29:42.6,Not Detected,781
29:43.6,Not Detected,781
29:44.6,Not Detected,781
29:45.6,Detected,781
29:46.6,Detected,781
29:47.6,Detected,781
29:48.6,Detected,781
29:49.6,Detected,781
29:50.6,Not Detected,781
29:51.6,Not Detected,781
29:52.6,Not Detected,781
29:53.6,Not Detected,781
29:54.6,Not Detected,781
29:55.6,Not Detected,781
29:56.6,Detected,781
29:57.6,Detected,781
29:58.6,Detected,781
29:59.6,Detected,781
30:00.6,Detected,781
